"Location","Species","Pres","Freq","Freq1","SDFrq1","Rank","Rank1"
"A94","b",0,0.0505,0.0225,0.074,22,1.543
"A94","a",0,0.0346,0.0153,0.0611,23,1.613
"A94","g",0,0.0288,0.0127,0.0557,24,1.683
"A94","e",0,0.0257,0.0113,0.0526,25,1.754
"A94","c",0,0.0252,0.0111,0.0521,26,1.824
"A95","z",1,0.9998,1,0.0013,1,0.063
"A95","m",1,0.9989,0.9998,0.004,2,0.126
"A95","v",1,0.9989,0.9998,0.004,3,0.189
"A95","y",1,0.9025,0.9418,0.0956,4,0.252
"A95","w",1,0.9014,0.941,0.0965,5,0.315
"A95","x",1,0.9014,0.941,0.0965,6,0.378
"A95","n",1,0.8306,0.8857,0.1496,7,0.441
"A95","i",1,0.7661,0.8305,0.1945,8,0.504
"A95","k",1,0.6687,0.7407,0.2388,9,0.567
"A95","s",1,0.6397,0.7127,0.2489,10,0.63
"A95","j",1,0.5764,0.6499,0.2668,11,0.693
"A95","g",1,0.5756,0.6491,0.267,12,0.756
"A95","t",1,0.5443,0.6172,0.2738,13,0.819
"A95","p",1,0.5408,0.6136,0.2744,14,0.882
"A95","u",1,0.538,0.6107,0.275,15,0.945
"A95","h",1,0.4977,0.5689,0.2814,16,1.008
"A95","c",1,0.4383,0.5058,0.2869,17,1.071
"A95","l",1,0.4008,0.4652,0.2877,18,1.134
"A95","e",1,0.3987,0.4629,0.2877,19,1.197
"A95","r",0,0.3682,0.4294,0.2868,20,1.26
"A95","f",0,0.332,0.3892,0.2837,21,1.322
"A95","b",0,0.3271,0.3837,0.2831,22,1.385
"A95","q",0,0.176,0.2107,0.241,23,1.448
"A95","o",0,0.1406,0.169,0.2221,24,1.511
"A95","a",0,0.136,0.1635,0.2193,25,1.574
"A95","d",0,0.0021,0.0026,0.0304,26,1.637
"A96","v",1,1,1,4e-04,1,0.056
"A96","s",1,0.9208,0.9435,0.0901,2,0.113
"A96","p",1,0.8805,0.91,0.1224,3,0.169
"A96","u",1,0.8411,0.8757,0.1521,4,0.226
"A96","m",1,0.8135,0.8509,0.172,5,0.282
"A96","y",1,0.7825,0.8226,0.1933,6,0.339
"A96","i",1,0.7538,0.7958,0.2069,7,0.395
"A96","o",1,0.7496,0.7918,0.2087,8,0.452
"A96","x",1,0.7149,0.7589,0.2224,9,0.508
"A96","z",1,0.7149,0.7589,0.2224,10,0.565
"A96","t",1,0.7144,0.7583,0.2226,11,0.621
"A96","q",1,0.7107,0.7548,0.2239,12,0.678
"A96","j",1,0.7033,0.7477,0.2265,13,0.734
"A96","w",1,0.7006,0.7451,0.2274,14,0.791
"A96","l",1,0.6857,0.7307,0.2323,15,0.847
"A96","n",1,0.6829,0.728,0.2332,16,0.904
"A96","r",1,0.564,0.6097,0.261,17,0.96
"A96","e",1,0.5561,0.6016,0.2622,18,1.017
"A96","h",1,0.5561,0.6016,0.2622,19,1.073
"A96","d",1,0.549,0.5945,0.2632,20,1.13
"A96","a",1,0.481,0.5245,0.2698,21,1.186
"A96","k",0,0.4795,0.523,0.2698,22,1.243
"A96","f",0,0.4477,0.4898,0.2709,23,1.299
"A96","g",0,0.361,0.3981,0.2672,24,1.356
"A96","c",0,0.2301,0.2565,0.2404,25,1.412
"A96","b",0,0.1117,0.1256,0.1836,26,1.469
"A97","x",1,1,0.9999,0.002,1,0.06
"A97","y",1,1,0.9999,0.002,2,0.119
"A97","w",1,0.9967,0.9922,0.0256,3,0.179
"A97","m",1,0.9966,0.9921,0.0258,4,0.239
"A97","v",1,0.9947,0.9884,0.0319,5,0.298
"A97","z",1,0.9947,0.9884,0.0319,6,0.358
"A97","i",1,0.8858,0.8423,0.1608,7,0.418
"A97","n",1,0.8752,0.8299,0.1693,8,0.477
"A97","k",1,0.7443,0.6868,0.2193,9,0.537
"A97","q",1,0.7423,0.6847,0.2195,10,0.597
"A97","s",1,0.738,0.6803,0.22,11,0.656
"A97","t",1,0.738,0.6803,0.22,12,0.716
"A97","l",1,0.736,0.6782,0.2202,13,0.776
"A97","r",1,0.6711,0.612,0.2254,14,0.835
"A97","f",1,0.6595,0.6004,0.226,15,0.895
"A97","p",1,0.6259,0.567,0.2271,16,0.955
"A97","o",1,0.6224,0.5636,0.2271,17,1.014
"A97","j",1,0.6204,0.5616,0.2271,18,1.074
"A97","u",1,0.5286,0.4728,0.2253,19,1.134
"A97","a",1,0.5039,0.4494,0.2238,20,1.193
"A97","b",0,0.4661,0.4139,0.2206,21,1.253
"A97","g",1,0.4134,0.365,0.2145,22,1.313
"A97","h",1,0.4122,0.3639,0.2144,23,1.372
"A97","e",1,0.4091,0.361,0.2139,24,1.432
"A97","c",0,0.239,0.2075,0.1783,25,1.492
"A97","d",0,0.2104,0.1821,0.1694,26,1.551
"A98","p",1,1,0.9998,0.0039,1,0.064
"A98","q",1,1,0.9998,0.0039,2,0.128
"A98","v",1,0.9996,0.9974,0.0166,3,0.191
"A98","z",1,0.9996,0.9974,0.0166,4,0.255
"A98","s",1,0.9959,0.985,0.0422,5,0.319
"A98","y",1,0.9959,0.985,0.0422,6,0.383
"A98","w",1,0.9949,0.9823,0.0462,7,0.447
"A98","r",1,0.9176,0.8512,0.1649,8,0.51
"A98","j",1,0.8402,0.7533,0.23,9,0.574
"A98","t",1,0.6661,0.5671,0.2671,10,0.638
"A98","x",1,0.6661,0.5671,0.2671,11,0.702
"A98","m",1,0.6598,0.561,0.2668,12,0.766
"A98","n",1,0.6573,0.5585,0.2666,13,0.83
"A98","f",1,0.6558,0.5569,0.2666,14,0.893
"A98","k",1,0.6349,0.5366,0.2653,15,0.957
"A98","i",0,0.5867,0.4906,0.2616,16,1.021
"A98","u",1,0.5792,0.4835,0.2609,17,1.085
"A98","a",1,0.5474,0.454,0.2577,18,1.149
"A98","l",1,0.5379,0.4453,0.2566,19,1.212
"A98","o",1,0.5063,0.4165,0.2526,20,1.276
"A98","e",1,0.4555,0.3712,0.245,21,1.34
"A98","d",1,0.4463,0.3632,0.2435,22,1.404
"A98","g",1,0.4243,0.3439,0.2396,23,1.468
"A98","h",0,0.3739,0.3005,0.2294,24,1.531
"A98","c",0,0.1195,0.0926,0.1408,25,1.595
"A98","b",0,0.0088,0.0067,0.0393,26,1.659
"A99","p",1,1,0.9998,0.0045,1,0.063
"A99","s",1,0.9986,0.9929,0.0297,2,0.126
"A99","u",1,0.9747,0.937,0.1003,3,0.189
"A99","y",1,0.9655,0.9203,0.1155,4,0.252
"A99","z",1,0.9494,0.8938,0.1378,5,0.315
"A99","k",1,0.9343,0.8708,0.1558,6,0.378
"A99","v",1,0.9329,0.8688,0.1574,7,0.441
"A99","l",1,0.929,0.8631,0.1616,8,0.504
"A99","f",1,0.9255,0.858,0.1654,9,0.567
"A99","m",1,0.9148,0.843,0.1764,10,0.63
"A99","x",1,0.8851,0.8033,0.2039,11,0.693
"A99","o",1,0.8812,0.7984,0.2073,12,0.756
"A99","w",1,0.6425,0.5385,0.2868,13,0.819
"A99","q",1,0.608,0.5053,0.2833,14,0.882
"A99","t",1,0.5919,0.4902,0.2816,15,0.945
"A99","n",1,0.5715,0.4712,0.2792,16,1.008
"A99","i",1,0.5613,0.4617,0.2779,17,1.071
"A99","d",1,0.5448,0.4466,0.2758,18,1.134
"A99","g",1,0.5262,0.4296,0.2732,19,1.197
"A99","r",0,0.4858,0.3935,0.2669,20,1.26
"A99","h",1,0.4825,0.3905,0.2663,21,1.323
"A99","j",0,0.4719,0.3811,0.2645,22,1.386
"A99","b",0,0.3973,0.3166,0.2496,23,1.449
"A99","a",0,0.3614,0.2862,0.241,24,1.512
"A99","e",0,0.0885,0.0673,0.1292,25,1.575
"A99","c",0,0.0559,0.0423,0.1036,26,1.638
