"Location","Species","Pres","Freq","Freq1","SDFrq1","Rank","Rank1"
"TM28","Species 7",0,6e-04,0.7399,NA,10,0.676
"TM28","Species 8",0,6e-04,0.7399,NA,11,0.743
"TM28","Species 10",0,6e-04,0.7399,NA,12,0.811
"TM28","Species 9",0,6e-04,0.7399,NA,13,0.879
"TM28","Species 11",0,6e-04,0.7399,NA,14,0.946
"TM28","Species 12",0,6e-04,0.7399,NA,15,1.014
"TM28","Species 13",0,6e-04,0.7399,NA,16,1.081
"TM28","Species 14",0,6e-04,0.7399,NA,17,1.149
"TM28","Species 15",0,6e-04,0.7399,NA,18,1.217
"TM28","Species 16",0,6e-04,0.7399,NA,19,1.284
"TM28","Species 17",0,6e-04,0.7399,NA,20,1.352
"TM33","Species 1",0,0.0885,0.7399,0.2146,1,0.068
"TM33","Species 18",0,0.0885,0.7399,0.2146,2,0.135
"TM33","Species 19",0,0.0885,0.7399,0.2146,3,0.203
"TM33","Species 2",0,0.0885,0.7399,0.2146,4,0.27
"TM33","Species 20",0,0.0885,0.7399,0.2146,5,0.338
"TM33","Species 3",0,0.0885,0.7399,0.2146,6,0.405
"TM33","Species 4",0,0.0885,0.7399,0.2146,7,0.473
"TM33","Species 5",0,0.0885,0.7399,0.2146,8,0.541
"TM33","Species 6",0,0.0885,0.7399,0.2146,9,0.608
"TM33","Species 7",0,0.0885,0.7399,0.2146,10,0.676
"TM33","Species 8",0,0.0885,0.7399,0.2146,11,0.743
"TM33","Species 10",0,0.0885,0.7399,0.2146,12,0.811
"TM33","Species 9",0,0.0885,0.7399,0.2146,13,0.879
"TM33","Species 11",0,0.0885,0.7399,0.2146,14,0.946
"TM33","Species 12",0,0.0885,0.7399,0.2146,15,1.014
"TM33","Species 13",0,0.0885,0.7399,0.2146,16,1.081
"TM33","Species 14",0,0.0885,0.7399,0.2146,17,1.149
"TM33","Species 15",0,0.0885,0.7399,0.2146,18,1.216
"TM33","Species 16",0,0.0885,0.7399,0.2146,19,1.284
"TM33","Species 17",0,0.0885,0.7399,0.2146,20,1.352
"TM34","Species 1",0,0.0213,0.7399,0.5711,1,0.068
"TM34","Species 18",0,0.0213,0.7399,0.5711,2,0.135
"TM34","Species 19",0,0.0213,0.7399,0.5711,3,0.203
"TM34","Species 2",0,0.0213,0.7399,0.5711,4,0.27
"TM34","Species 20",0,0.0213,0.7399,0.5711,5,0.338
"TM34","Species 3",0,0.0213,0.7399,0.5711,6,0.406
"TM34","Species 4",0,0.0213,0.7399,0.5711,7,0.473
"TM34","Species 5",0,0.0213,0.7399,0.5711,8,0.541
"TM34","Species 6",0,0.0213,0.7399,0.5711,9,0.608
"TM34","Species 7",0,0.0213,0.7399,0.5711,10,0.676
"TM34","Species 8",0,0.0213,0.7399,0.5711,11,0.743
"TM34","Species 10",0,0.0213,0.7399,0.5711,12,0.811
"TM34","Species 9",0,0.0213,0.7399,0.5711,13,0.879
"TM34","Species 11",0,0.0213,0.7399,0.5711,14,0.946
"TM34","Species 12",0,0.0213,0.7399,0.5711,15,1.014
"TM34","Species 13",0,0.0213,0.7399,0.5711,16,1.081
"TM34","Species 14",0,0.0213,0.7399,0.5711,17,1.149
"TM34","Species 15",0,0.0213,0.7399,0.5711,18,1.217
"TM34","Species 16",0,0.0213,0.7399,0.5711,19,1.284
"TM34","Species 17",0,0.0213,0.7399,0.5711,20,1.352
"TM35","Species 1",0,0.0088,0.7401,1.3252,1,0.068
"TM35","Species 18",0,0.0088,0.7401,1.3252,2,0.135
"TM35","Species 19",0,0.0088,0.7401,1.3252,3,0.203
"TM35","Species 2",0,0.0088,0.7401,1.3252,4,0.27
"TM35","Species 20",0,0.0088,0.7401,1.3252,5,0.338
"TM35","Species 3",0,0.0088,0.7401,1.3252,6,0.405
"TM35","Species 4",0,0.0088,0.7401,1.3252,7,0.473
"TM35","Species 5",0,0.0088,0.7401,1.3252,8,0.54
"TM35","Species 6",0,0.0088,0.7401,1.3252,9,0.608
"TM35","Species 7",0,0.0088,0.7401,1.3252,10,0.675
"TM35","Species 8",0,0.0088,0.7401,1.3252,11,0.743
"TM35","Species 10",0,0.0088,0.7401,1.3252,12,0.811
"TM35","Species 9",0,0.0088,0.7401,1.3252,13,0.878
"TM35","Species 11",0,0.0088,0.7401,1.3252,14,0.946
"TM35","Species 12",0,0.0088,0.7401,1.3252,15,1.013
"TM35","Species 13",0,0.0088,0.7401,1.3252,16,1.081
"TM35","Species 14",0,0.0088,0.7401,1.3252,17,1.148
"TM35","Species 15",0,0.0088,0.7401,1.3252,18,1.216
"TM35","Species 16",0,0.0088,0.7401,1.3252,19,1.283
"TM35","Species 17",0,0.0088,0.7401,1.3252,20,1.351
"TM36","Species 1",0,4e-04,0.7399,NA,1,0.068
"TM36","Species 18",0,4e-04,0.7399,NA,2,0.135
"TM36","Species 19",0,4e-04,0.7399,NA,3,0.203
"TM36","Species 2",0,4e-04,0.7399,NA,4,0.27
"TM36","Species 20",0,4e-04,0.7399,NA,5,0.338
"TM36","Species 3",0,4e-04,0.7399,NA,6,0.406
"TM36","Species 4",0,4e-04,0.7399,NA,7,0.473
"TM36","Species 5",0,4e-04,0.7399,NA,8,0.541
"TM36","Species 6",0,4e-04,0.7399,NA,9,0.608
"TM36","Species 7",0,4e-04,0.7399,NA,10,0.676
"TM36","Species 8",0,4e-04,0.7399,NA,11,0.743
"TM36","Species 10",0,4e-04,0.7399,NA,12,0.811
"TM36","Species 9",0,4e-04,0.7399,NA,13,0.879
"TM36","Species 11",0,4e-04,0.7399,NA,14,0.946
"TM36","Species 12",0,4e-04,0.7399,NA,15,1.014
"TM36","Species 13",0,4e-04,0.7399,NA,16,1.081
"TM36","Species 14",0,4e-04,0.7399,NA,17,1.149
"TM36","Species 15",0,4e-04,0.7399,NA,18,1.217
"TM36","Species 16",0,4e-04,0.7399,NA,19,1.284
"TM36","Species 17",0,4e-04,0.7399,NA,20,1.352
"TM37","Species 1",0,0.0011,0.7402,105.641,1,0.068
"TM37","Species 18",0,0.0011,0.7402,105.641,2,0.135
"TM37","Species 19",0,0.0011,0.7402,105.641,3,0.203
"TM37","Species 2",0,0.0011,0.7402,105.641,4,0.27
"TM37","Species 20",0,0.0011,0.7402,105.641,5,0.338
"TM37","Species 3",0,0.0011,0.7402,105.641,6,0.405
"TM37","Species 4",0,0.0011,0.7402,105.641,7,0.473
"TM37","Species 5",0,0.0011,0.7402,105.641,8,0.54
"TM37","Species 6",0,0.0011,0.7402,105.641,9,0.608
"TM37","Species 7",0,0.0011,0.7402,105.641,10,0.675
"TM37","Species 8",0,0.0011,0.7402,105.641,11,0.743
"TM37","Species 10",0,0.0011,0.7402,105.641,12,0.81
"TM37","Species 9",0,0.0011,0.7402,105.641,13,0.878
"TM37","Species 11",0,0.0011,0.7402,105.641,14,0.946
"TM37","Species 12",0,0.0011,0.7402,105.641,15,1.013
"TM37","Species 13",0,0.0011,0.7402,105.641,16,1.081
"TM37","Species 14",0,0.0011,0.7402,105.641,17,1.148
"TM37","Species 15",0,0.0011,0.7402,105.641,18,1.216
"TM37","Species 16",0,0.0011,0.7402,105.641,19,1.283
"TM37","Species 17",0,0.0011,0.7402,105.641,20,1.351
"TM39","Species 1",0,4e-04,0.7399,NA,1,0.068
"TM39","Species 18",0,4e-04,0.7399,NA,2,0.135
"TM39","Species 19",0,4e-04,0.7399,NA,3,0.203
"TM39","Species 2",0,4e-04,0.7399,NA,4,0.27
"TM39","Species 20",0,4e-04,0.7399,NA,5,0.338
"TM39","Species 3",0,4e-04,0.7399,NA,6,0.406
"TM39","Species 4",0,4e-04,0.7399,NA,7,0.473
"TM39","Species 5",0,4e-04,0.7399,NA,8,0.541
"TM39","Species 6",0,4e-04,0.7399,NA,9,0.608
"TM39","Species 7",0,4e-04,0.7399,NA,10,0.676
"TM39","Species 8",0,4e-04,0.7399,NA,11,0.743
"TM39","Species 10",0,4e-04,0.7399,NA,12,0.811
"TM39","Species 9",0,4e-04,0.7399,NA,13,0.879
"TM39","Species 11",0,4e-04,0.7399,NA,14,0.946
"TM39","Species 12",0,4e-04,0.7399,NA,15,1.014
"TM39","Species 13",0,4e-04,0.7399,NA,16,1.081
"TM39","Species 14",0,4e-04,0.7399,NA,17,1.149
"TM39","Species 15",0,4e-04,0.7399,NA,18,1.217
"TM39","Species 16",0,4e-04,0.7399,NA,19,1.284
"TM39","Species 17",0,4e-04,0.7399,NA,20,1.352
"TM44","Species 1",0,0.0944,0.7399,0.2242,1,0.068
"TM44","Species 18",0,0.0944,0.7399,0.2242,2,0.135
"TM44","Species 19",0,0.0944,0.7399,0.2242,3,0.203
"TM44","Species 2",0,0.0944,0.7399,0.2242,4,0.27
"TM44","Species 20",0,0.0944,0.7399,0.2242,5,0.338
"TM44","Species 3",0,0.0944,0.7399,0.2242,6,0.406
"TM44","Species 4",0,0.0944,0.7399,0.2242,7,0.473
"TM44","Species 5",0,0.0944,0.7399,0.2242,8,0.541
"TM44","Species 6",0,0.0944,0.7399,0.2242,9,0.608
"TM44","Species 7",0,0.0944,0.7399,0.2242,10,0.676
"TM44","Species 8",0,0.0944,0.7399,0.2242,11,0.743
"TM44","Species 10",0,0.0944,0.7399,0.2242,12,0.811
"TM44","Species 9",0,0.0944,0.7399,0.2242,13,0.879
"TM44","Species 11",0,0.0944,0.7399,0.2242,14,0.946
"TM44","Species 12",0,0.0944,0.7399,0.2242,15,1.014
"TM44","Species 13",0,0.0944,0.7399,0.2242,16,1.081
"TM44","Species 14",0,0.0944,0.7399,0.2242,17,1.149
"TM44","Species 15",0,0.0944,0.7399,0.2242,18,1.217
"TM44","Species 16",0,0.0944,0.7399,0.2242,19,1.284
"TM44","Species 17",0,0.0944,0.7399,0.2242,20,1.352
"TM45","Species 1",0,0.0422,0.7399,0.393,1,0.068
"TM45","Species 18",0,0.0422,0.7399,0.393,2,0.135
"TM45","Species 19",0,0.0422,0.7399,0.393,3,0.203
"TM45","Species 2",0,0.0422,0.7399,0.393,4,0.27
"TM45","Species 20",0,0.0422,0.7399,0.393,5,0.338
"TM45","Species 3",0,0.0422,0.7399,0.393,6,0.406
"TM45","Species 4",0,0.0422,0.7399,0.393,7,0.473
"TM45","Species 5",0,0.0422,0.7399,0.393,8,0.541
"TM45","Species 6",0,0.0422,0.7399,0.393,9,0.608
"TM45","Species 7",0,0.0422,0.7399,0.393,10,0.676
"TM45","Species 8",0,0.0422,0.7399,0.393,11,0.743
"TM45","Species 10",0,0.0422,0.7399,0.393,12,0.811
"TM45","Species 9",0,0.0422,0.7399,0.393,13,0.879
"TM45","Species 11",0,0.0422,0.7399,0.393,14,0.946
"TM45","Species 12",0,0.0422,0.7399,0.393,15,1.014
"TM45","Species 13",0,0.0422,0.7399,0.393,16,1.081
"TM45","Species 14",0,0.0422,0.7399,0.393,17,1.149
"TM45","Species 15",0,0.0422,0.7399,0.393,18,1.217
"TM45","Species 16",0,0.0422,0.7399,0.393,19,1.284
"TM45","Species 17",0,0.0422,0.7399,0.393,20,1.352
"TM46","Species 1",0,0.005,0.7401,2.9695,1,0.068
"TM46","Species 18",0,0.005,0.7401,2.9695,2,0.135
"TM46","Species 19",0,0.005,0.7401,2.9695,3,0.203
"TM46","Species 2",0,0.005,0.7401,2.9695,4,0.27
"TM46","Species 20",0,0.005,0.7401,2.9695,5,0.338
"TM46","Species 3",0,0.005,0.7401,2.9695,6,0.405
"TM46","Species 4",0,0.005,0.7401,2.9695,7,0.473
"TM46","Species 5",0,0.005,0.7401,2.9695,8,0.54
"TM46","Species 6",0,0.005,0.7401,2.9695,9,0.608
"TM46","Species 7",0,0.005,0.7401,2.9695,10,0.675
"TM46","Species 8",0,0.005,0.7401,2.9695,11,0.743
"TM46","Species 10",0,0.005,0.7401,2.9695,12,0.811
"TM46","Species 9",0,0.005,0.7401,2.9695,13,0.878
"TM46","Species 11",0,0.005,0.7401,2.9695,14,0.946
"TM46","Species 12",0,0.005,0.7401,2.9695,15,1.013
"TM46","Species 13",0,0.005,0.7401,2.9695,16,1.081
"TM46","Species 14",0,0.005,0.7401,2.9695,17,1.148
"TM46","Species 15",0,0.005,0.7401,2.9695,18,1.216
"TM46","Species 16",0,0.005,0.7401,2.9695,19,1.283
"TM46","Species 17",0,0.005,0.7401,2.9695,20,1.351
"TM47","Species 1",0,0.0042,0.7401,4.1874,1,0.068
"TM47","Species 18",0,0.0042,0.7401,4.1874,2,0.135
"TM47","Species 19",0,0.0042,0.7401,4.1874,3,0.203
"TM47","Species 2",0,0.0042,0.7401,4.1874,4,0.27
"TM47","Species 20",0,0.0042,0.7401,4.1874,5,0.338
"TM47","Species 3",0,0.0042,0.7401,4.1874,6,0.405
"TM47","Species 4",0,0.0042,0.7401,4.1874,7,0.473
"TM47","Species 5",0,0.0042,0.7401,4.1874,8,0.54
"TM47","Species 6",0,0.0042,0.7401,4.1874,9,0.608
"TM47","Species 7",0,0.0042,0.7401,4.1874,10,0.675
"TM47","Species 8",0,0.0042,0.7401,4.1874,11,0.743
"TM47","Species 10",0,0.0042,0.7401,4.1874,12,0.811
"TM47","Species 9",0,0.0042,0.7401,4.1874,13,0.878
"TM47","Species 11",0,0.0042,0.7401,4.1874,14,0.946
"TM47","Species 12",0,0.0042,0.7401,4.1874,15,1.013
"TM47","Species 13",0,0.0042,0.7401,4.1874,16,1.081
"TM47","Species 14",0,0.0042,0.7401,4.1874,17,1.148
"TM47","Species 15",0,0.0042,0.7401,4.1874,18,1.216
"TM47","Species 16",0,0.0042,0.7401,4.1874,19,1.283
"TM47","Species 17",0,0.0042,0.7401,4.1874,20,1.351
"TM48","Species 1",0,8e-04,0.7399,239.6496,1,0.068
"TM48","Species 18",0,8e-04,0.7399,239.6496,2,0.135
"TM48","Species 19",0,8e-04,0.7399,239.6496,3,0.203
"TM48","Species 2",0,8e-04,0.7399,239.6496,4,0.27
"TM48","Species 20",0,8e-04,0.7399,239.6496,5,0.338
"TM48","Species 3",0,8e-04,0.7399,239.6496,6,0.406
"TM48","Species 4",0,8e-04,0.7399,239.6496,7,0.473
"TM48","Species 5",0,8e-04,0.7399,239.6496,8,0.541
"TM48","Species 6",0,8e-04,0.7399,239.6496,9,0.608
"TM48","Species 7",0,8e-04,0.7399,239.6496,10,0.676
"TM48","Species 8",0,8e-04,0.7399,239.6496,11,0.743
"TM48","Species 10",0,8e-04,0.7399,239.6496,12,0.811
"TM48","Species 9",0,8e-04,0.7399,239.6496,13,0.879
"TM48","Species 11",0,8e-04,0.7399,239.6496,14,0.946
"TM48","Species 12",0,8e-04,0.7399,239.6496,15,1.014
"TM48","Species 13",0,8e-04,0.7399,239.6496,16,1.081
"TM48","Species 14",0,8e-04,0.7399,239.6496,17,1.149
"TM48","Species 15",0,8e-04,0.7399,239.6496,18,1.217
"TM48","Species 16",0,8e-04,0.7399,239.6496,19,1.284
"TM48","Species 17",0,8e-04,0.7399,239.6496,20,1.352
"TM49","Species 1",0,8e-04,0.7399,362.1503,1,0.068
"TM49","Species 18",0,8e-04,0.7399,362.1503,2,0.135
"TM49","Species 19",0,8e-04,0.7399,362.1503,3,0.203
"TM49","Species 2",0,8e-04,0.7399,362.1503,4,0.27
"TM49","Species 20",0,8e-04,0.7399,362.1503,5,0.338
"TM49","Species 3",0,8e-04,0.7399,362.1503,6,0.405
"TM49","Species 4",0,8e-04,0.7399,362.1503,7,0.473
"TM49","Species 5",0,8e-04,0.7399,362.1503,8,0.541
"TM49","Species 6",0,8e-04,0.7399,362.1503,9,0.608
"TM49","Species 7",0,8e-04,0.7399,362.1503,10,0.676
"TM49","Species 8",0,8e-04,0.7399,362.1503,11,0.743
"TM49","Species 10",0,8e-04,0.7399,362.1503,12,0.811
"TM49","Species 9",0,8e-04,0.7399,362.1503,13,0.879
"TM49","Species 11",0,8e-04,0.7399,362.1503,14,0.946
"TM49","Species 12",0,8e-04,0.7399,362.1503,15,1.014
"TM49","Species 13",0,8e-04,0.7399,362.1503,16,1.081
"TM49","Species 14",0,8e-04,0.7399,362.1503,17,1.149
"TM49","Species 15",0,8e-04,0.7399,362.1503,18,1.216
"TM49","Species 16",0,8e-04,0.7399,362.1503,19,1.284
"TM49","Species 17",0,8e-04,0.7399,362.1503,20,1.352
"TM57","Species 1",0,0.0101,0.7401,1.3382,1,0.068
"TM57","Species 18",0,0.0101,0.7401,1.3382,2,0.135
"TM57","Species 19",0,0.0101,0.7401,1.3382,3,0.203
"TM57","Species 2",0,0.0101,0.7401,1.3382,4,0.27
"TM57","Species 20",0,0.0101,0.7401,1.3382,5,0.338
"TM57","Species 3",0,0.0101,0.7401,1.3382,6,0.405
"TM57","Species 4",0,0.0101,0.7401,1.3382,7,0.473
"TM57","Species 5",0,0.0101,0.7401,1.3382,8,0.54
"TM57","Species 6",0,0.0101,0.7401,1.3382,9,0.608
"TM57","Species 7",0,0.0101,0.7401,1.3382,10,0.675
"TM57","Species 8",0,0.0101,0.7401,1.3382,11,0.743
"TM57","Species 10",0,0.0101,0.7401,1.3382,12,0.811
"TM57","Species 9",0,0.0101,0.7401,1.3382,13,0.878
"TM57","Species 11",0,0.0101,0.7401,1.3382,14,0.946
"TM57","Species 12",0,0.0101,0.7401,1.3382,15,1.013
"TM57","Species 13",0,0.0101,0.7401,1.3382,16,1.081
"TM57","Species 14",0,0.0101,0.7401,1.3382,17,1.148
"TM57","Species 15",0,0.0101,0.7401,1.3382,18,1.216
"TM57","Species 16",0,0.0101,0.7401,1.3382,19,1.283
"TM57","Species 17",0,0.0101,0.7401,1.3382,20,1.351
"TM58","Species 1",0,0.0033,0.7401,5.6238,1,0.068
"TM58","Species 18",0,0.0033,0.7401,5.6238,2,0.135
"TM58","Species 19",0,0.0033,0.7401,5.6238,3,0.203
"TM58","Species 2",0,0.0033,0.7401,5.6238,4,0.27
"TM58","Species 20",0,0.0033,0.7401,5.6238,5,0.338
"TM58","Species 3",0,0.0033,0.7401,5.6238,6,0.405
"TM58","Species 4",0,0.0033,0.7401,5.6238,7,0.473
"TM58","Species 5",0,0.0033,0.7401,5.6238,8,0.54
"TM58","Species 6",0,0.0033,0.7401,5.6238,9,0.608
"TM58","Species 7",0,0.0033,0.7401,5.6238,10,0.675
"TM58","Species 8",0,0.0033,0.7401,5.6238,11,0.743
"TM58","Species 10",0,0.0033,0.7401,5.6238,12,0.811
"TM58","Species 9",0,0.0033,0.7401,5.6238,13,0.878
"TM58","Species 11",0,0.0033,0.7401,5.6238,14,0.946
"TM58","Species 12",0,0.0033,0.7401,5.6238,15,1.013
"TM58","Species 13",0,0.0033,0.7401,5.6238,16,1.081
"TM58","Species 14",0,0.0033,0.7401,5.6238,17,1.148
"TM58","Species 15",0,0.0033,0.7401,5.6238,18,1.216
"TM58","Species 16",0,0.0033,0.7401,5.6238,19,1.283
"TM58","Species 17",0,0.0033,0.7401,5.6238,20,1.351
"TM59","Species 1",0,0.0015,0.7401,52.1485,1,0.068
"TM59","Species 18",0,0.0015,0.7401,52.1485,2,0.135
"TM59","Species 19",0,0.0015,0.7401,52.1485,3,0.203
"TM59","Species 2",0,0.0015,0.7401,52.1485,4,0.27
"TM59","Species 20",0,0.0015,0.7401,52.1485,5,0.338
"TM59","Species 3",0,0.0015,0.7401,52.1485,6,0.405
"TM59","Species 4",0,0.0015,0.7401,52.1485,7,0.473
"TM59","Species 5",0,0.0015,0.7401,52.1485,8,0.54
"TM59","Species 6",0,0.0015,0.7401,52.1485,9,0.608
"TM59","Species 7",0,0.0015,0.7401,52.1485,10,0.675
"TM59","Species 8",0,0.0015,0.7401,52.1485,11,0.743
"TM59","Species 10",0,0.0015,0.7401,52.1485,12,0.811
"TM59","Species 9",0,0.0015,0.7401,52.1485,13,0.878
"TM59","Species 11",0,0.0015,0.7401,52.1485,14,0.946
"TM59","Species 12",0,0.0015,0.7401,52.1485,15,1.013
"TM59","Species 13",0,0.0015,0.7401,52.1485,16,1.081
"TM59","Species 14",0,0.0015,0.7401,52.1485,17,1.148
"TM59","Species 15",0,0.0015,0.7401,52.1485,18,1.216
"TM59","Species 16",0,0.0015,0.7401,52.1485,19,1.283
"TM59","Species 17",0,0.0015,0.7401,52.1485,20,1.351
"TQ00","Species 1",0,0.0054,0.7401,4.1464,1,0.068
"TQ00","Species 18",0,0.0054,0.7401,4.1464,2,0.135
"TQ00","Species 19",0,0.0054,0.7401,4.1464,3,0.203
"TQ00","Species 2",0,0.0054,0.7401,4.1464,4,0.27
"TQ00","Species 20",0,0.0054,0.7401,4.1464,5,0.338
"TQ00","Species 3",0,0.0054,0.7401,4.1464,6,0.405
"TQ00","Species 4",0,0.0054,0.7401,4.1464,7,0.473
"TQ00","Species 5",0,0.0054,0.7401,4.1464,8,0.54
"TQ00","Species 6",0,0.0054,0.7401,4.1464,9,0.608
"TQ00","Species 7",0,0.0054,0.7401,4.1464,10,0.675
"TQ00","Species 8",0,0.0054,0.7401,4.1464,11,0.743
"TQ00","Species 10",0,0.0054,0.7401,4.1464,12,0.811
"TQ00","Species 9",0,0.0054,0.7401,4.1464,13,0.878
"TQ00","Species 11",0,0.0054,0.7401,4.1464,14,0.946
"TQ00","Species 12",0,0.0054,0.7401,4.1464,15,1.013
"TQ00","Species 13",0,0.0054,0.7401,4.1464,16,1.081
"TQ00","Species 14",0,0.0054,0.7401,4.1464,17,1.148
"TQ00","Species 15",0,0.0054,0.7401,4.1464,18,1.216
"TQ00","Species 16",0,0.0054,0.7401,4.1464,19,1.283
"TQ00","Species 17",0,0.0054,0.7401,4.1464,20,1.351
"TQ01","Species 1",0,0.016,0.7399,0.8764,1,0.068
"TQ01","Species 18",0,0.016,0.7399,0.8764,2,0.135
"TQ01","Species 19",0,0.016,0.7399,0.8764,3,0.203
"TQ01","Species 2",0,0.016,0.7399,0.8764,4,0.27
"TQ01","Species 20",0,0.016,0.7399,0.8764,5,0.338
"TQ01","Species 3",0,0.016,0.7399,0.8764,6,0.406
"TQ01","Species 4",0,0.016,0.7399,0.8764,7,0.473
"TQ01","Species 5",0,0.016,0.7399,0.8764,8,0.541
"TQ01","Species 6",0,0.016,0.7399,0.8764,9,0.608
"TQ01","Species 7",0,0.016,0.7399,0.8764,10,0.676
"TQ01","Species 8",0,0.016,0.7399,0.8764,11,0.743
"TQ01","Species 10",0,0.016,0.7399,0.8764,12,0.811
"TQ01","Species 9",0,0.016,0.7399,0.8764,13,0.879
"TQ01","Species 11",0,0.016,0.7399,0.8764,14,0.946
"TQ01","Species 12",0,0.016,0.7399,0.8764,15,1.014
"TQ01","Species 13",0,0.016,0.7399,0.8764,16,1.081
"TQ01","Species 14",0,0.016,0.7399,0.8764,17,1.149
"TQ01","Species 15",0,0.016,0.7399,0.8764,18,1.217
"TQ01","Species 16",0,0.016,0.7399,0.8764,19,1.284
"TQ01","Species 17",0,0.016,0.7399,0.8764,20,1.352
"TQ02","Species 1",0,0.024,0.7399,0.5121,1,0.068
"TQ02","Species 18",0,0.024,0.7399,0.5121,2,0.135
"TQ02","Species 19",0,0.024,0.7399,0.5121,3,0.203
"TQ02","Species 2",0,0.024,0.7399,0.5121,4,0.27
"TQ02","Species 20",0,0.024,0.7399,0.5121,5,0.338
"TQ02","Species 3",0,0.024,0.7399,0.5121,6,0.405
"TQ02","Species 4",0,0.024,0.7399,0.5121,7,0.473
"TQ02","Species 5",0,0.024,0.7399,0.5121,8,0.541
"TQ02","Species 6",0,0.024,0.7399,0.5121,9,0.608
"TQ02","Species 7",0,0.024,0.7399,0.5121,10,0.676
"TQ02","Species 8",0,0.024,0.7399,0.5121,11,0.743
"TQ02","Species 10",0,0.024,0.7399,0.5121,12,0.811
"TQ02","Species 9",0,0.024,0.7399,0.5121,13,0.879
"TQ02","Species 11",0,0.024,0.7399,0.5121,14,0.946
"TQ02","Species 12",0,0.024,0.7399,0.5121,15,1.014
"TQ02","Species 13",0,0.024,0.7399,0.5121,16,1.081
"TQ02","Species 14",0,0.024,0.7399,0.5121,17,1.149
"TQ02","Species 15",0,0.024,0.7399,0.5121,18,1.216
"TQ02","Species 16",0,0.024,0.7399,0.5121,19,1.284
"TQ02","Species 17",0,0.024,0.7399,0.5121,20,1.352
"TQ03","Species 1",0,0.0128,0.7399,0.8798,1,0.068
"TQ03","Species 18",0,0.0128,0.7399,0.8798,2,0.135
"TQ03","Species 19",0,0.0128,0.7399,0.8798,3,0.203
"TQ03","Species 2",0,0.0128,0.7399,0.8798,4,0.27
"TQ03","Species 20",0,0.0128,0.7399,0.8798,5,0.338
"TQ03","Species 3",0,0.0128,0.7399,0.8798,6,0.406
"TQ03","Species 4",0,0.0128,0.7399,0.8798,7,0.473
"TQ03","Species 5",0,0.0128,0.7399,0.8798,8,0.541
"TQ03","Species 6",0,0.0128,0.7399,0.8798,9,0.608
"TQ03","Species 7",0,0.0128,0.7399,0.8798,10,0.676
"TQ03","Species 8",0,0.0128,0.7399,0.8798,11,0.743
"TQ03","Species 10",0,0.0128,0.7399,0.8798,12,0.811
"TQ03","Species 9",0,0.0128,0.7399,0.8798,13,0.879
"TQ03","Species 11",0,0.0128,0.7399,0.8798,14,0.946
"TQ03","Species 12",0,0.0128,0.7399,0.8798,15,1.014
"TQ03","Species 13",0,0.0128,0.7399,0.8798,16,1.081
"TQ03","Species 14",0,0.0128,0.7399,0.8798,17,1.149
"TQ03","Species 15",0,0.0128,0.7399,0.8798,18,1.217
"TQ03","Species 16",0,0.0128,0.7399,0.8798,19,1.284
"TQ03","Species 17",0,0.0128,0.7399,0.8798,20,1.352
"TQ04","Species 1",0,0.004,0.7401,3.9849,1,0.068
"TQ04","Species 18",0,0.004,0.7401,3.9849,2,0.135
"TQ04","Species 19",0,0.004,0.7401,3.9849,3,0.203
"TQ04","Species 2",0,0.004,0.7401,3.9849,4,0.27
"TQ04","Species 20",0,0.004,0.7401,3.9849,5,0.338
"TQ04","Species 3",0,0.004,0.7401,3.9849,6,0.405
"TQ04","Species 4",0,0.004,0.7401,3.9849,7,0.473
"TQ04","Species 5",0,0.004,0.7401,3.9849,8,0.54
"TQ04","Species 6",0,0.004,0.7401,3.9849,9,0.608
"TQ04","Species 7",0,0.004,0.7401,3.9849,10,0.675
"TQ04","Species 8",0,0.004,0.7401,3.9849,11,0.743
"TQ04","Species 10",0,0.004,0.7401,3.9849,12,0.811
"TQ04","Species 9",0,0.004,0.7401,3.9849,13,0.878
"TQ04","Species 11",0,0.004,0.7401,3.9849,14,0.946
"TQ04","Species 12",0,0.004,0.7401,3.9849,15,1.013
"TQ04","Species 13",0,0.004,0.7401,3.9849,16,1.081
"TQ04","Species 14",0,0.004,0.7401,3.9849,17,1.148
"TQ04","Species 15",0,0.004,0.7401,3.9849,18,1.216
"TQ04","Species 16",0,0.004,0.7401,3.9849,19,1.283
"TQ04","Species 17",0,0.004,0.7401,3.9849,20,1.351
"TQ05","Species 1",0,0.0015,0.7401,34.2388,1,0.068
"TQ05","Species 18",0,0.0015,0.7401,34.2388,2,0.135
"TQ05","Species 19",0,0.0015,0.7401,34.2388,3,0.203
"TQ05","Species 2",0,0.0015,0.7401,34.2388,4,0.27
"TQ05","Species 20",0,0.0015,0.7401,34.2388,5,0.338
"TQ05","Species 3",0,0.0015,0.7401,34.2388,6,0.405
"TQ05","Species 4",0,0.0015,0.7401,34.2388,7,0.473
"TQ05","Species 5",0,0.0015,0.7401,34.2388,8,0.54
"TQ05","Species 6",0,0.0015,0.7401,34.2388,9,0.608
"TQ05","Species 7",0,0.0015,0.7401,34.2388,10,0.675
"TQ05","Species 8",0,0.0015,0.7401,34.2388,11,0.743
"TQ05","Species 10",0,0.0015,0.7401,34.2388,12,0.811
"TQ05","Species 9",0,0.0015,0.7401,34.2388,13,0.878
"TQ05","Species 11",0,0.0015,0.7401,34.2388,14,0.946
"TQ05","Species 12",0,0.0015,0.7401,34.2388,15,1.013
